,ts,event,value
7002,2021-01-01 09:43:30,0,2
7003,2021-01-01 09:43:35,0,0
7004,2021-01-01 09:43:40,0,0
7005,2021-01-01 09:43:45,0,4
7006,2021-01-01 09:43:50,0,0
7007,2021-01-01 09:43:55,0,0
7008,2021-01-01 09:44:00,0,0
7009,2021-01-01 09:44:05,0,0
7010,2021-01-01 09:44:10,0,0
7011,2021-01-01 09:44:15,0,1
7012,2021-01-01 09:44:20,0,0
7013,2021-01-01 09:44:25,0,1
7014,2021-01-01 09:44:30,0,0
7015,2021-01-01 09:44:35,0,1
7016,2021-01-01 09:44:40,0,0
7017,2021-01-01 09:44:45,0,0
7018,2021-01-01 09:44:50,0,0
7019,2021-01-01 09:44:55,0,0
7020,2021-01-01 09:45:00,0,0
7021,2021-01-01 09:45:05,0,0
7022,2021-01-01 09:45:10,0,0
7023,2021-01-01 09:45:15,0,0
7024,2021-01-01 09:45:20,0,0
7025,2021-01-01 09:45:25,0,0
7026,2021-01-01 09:45:30,0,3
7027,2021-01-01 09:45:35,0,0
7028,2021-01-01 09:45:40,0,1
7029,2021-01-01 09:45:45,0,0
7030,2021-01-01 09:45:50,0,0
7031,2021-01-01 09:45:55,0,1
7032,2021-01-01 09:46:00,0,0
7033,2021-01-01 09:46:05,0,1
7034,2021-01-01 09:46:10,0,0
7035,2021-01-01 09:46:15,0,1
7036,2021-01-01 09:46:20,0,0
7037,2021-01-01 09:46:25,0,0
7038,2021-01-01 09:46:30,0,0
7039,2021-01-01 09:46:35,0,1
7040,2021-01-01 09:46:40,0,0
7041,2021-01-01 09:46:45,0,0
7042,2021-01-01 09:46:50,0,0
7043,2021-01-01 09:46:55,0,0
7044,2021-01-01 09:47:00,0,0
7045,2021-01-01 09:47:05,0,0
7046,2021-01-01 09:47:10,0,0
7047,2021-01-01 09:47:15,0,0
7048,2021-01-01 09:47:20,0,0
7049,2021-01-01 09:47:25,0,0
7050,2021-01-01 09:47:30,0,0
7051,2021-01-01 09:47:35,0,0
7052,2021-01-01 09:47:40,0,0
7053,2021-01-01 09:47:45,0,1
7054,2021-01-01 09:47:50,0,0
7055,2021-01-01 09:47:55,0,1
7056,2021-01-01 09:48:00,0,0
7057,2021-01-01 09:48:05,0,0
7058,2021-01-01 09:48:10,0,1
7059,2021-01-01 09:48:15,0,2
7060,2021-01-01 09:48:20,0,2
7061,2021-01-01 09:48:25,0,2
7062,2021-01-01 09:48:30,0,2
7063,2021-01-01 09:48:35,0,1
7064,2021-01-01 09:48:40,0,2
7065,2021-01-01 09:48:45,0,3
7066,2021-01-01 09:48:50,0,1
7067,2021-01-01 09:48:55,0,1
7068,2021-01-01 09:49:00,0,0
7069,2021-01-01 09:49:05,0,1
7070,2021-01-01 09:49:10,0,0
7071,2021-01-01 09:49:15,0,3
7072,2021-01-01 09:49:20,0,0
7073,2021-01-01 09:49:25,0,1
7074,2021-01-01 09:49:30,0,0
7075,2021-01-01 09:49:35,0,1
7076,2021-01-01 09:49:40,0,1
7077,2021-01-01 09:49:45,0,0
7078,2021-01-01 09:49:50,0,2
7079,2021-01-01 09:49:55,0,0
7080,2021-01-01 09:50:00,0,0
7081,2021-01-01 09:50:05,0,0
7082,2021-01-01 09:50:10,0,0
7083,2021-01-01 09:50:15,0,0
7084,2021-01-01 09:50:20,0,6
7085,2021-01-01 09:50:25,0,0
7086,2021-01-01 09:50:30,0,0
7087,2021-01-01 09:50:35,0,3
7088,2021-01-01 09:50:40,0,1
7089,2021-01-01 09:50:45,0,2
7090,2021-01-01 09:50:50,0,1
7091,2021-01-01 09:50:55,0,0
7092,2021-01-01 09:51:00,0,0
7093,2021-01-01 09:51:05,0,2
7094,2021-01-01 09:51:10,0,0
7095,2021-01-01 09:51:15,0,2
7096,2021-01-01 09:51:20,0,1
7097,2021-01-01 09:51:25,0,2
7098,2021-01-01 09:51:30,0,0
7099,2021-01-01 09:51:35,0,0
7100,2021-01-01 09:51:40,0,0
7101,2021-01-01 09:51:45,0,1
7102,2021-01-01 09:51:50,0,0
7103,2021-01-01 09:51:55,0,4
7104,2021-01-01 09:52:00,0,0
7105,2021-01-01 09:52:05,0,0
7106,2021-01-01 09:52:10,0,2
7107,2021-01-01 09:52:15,0,1
7108,2021-01-01 09:52:20,0,1
7109,2021-01-01 09:52:25,0,4
7110,2021-01-01 09:52:30,0,4
7111,2021-01-01 09:52:35,0,1
7112,2021-01-01 09:52:40,0,2
7113,2021-01-01 09:52:45,0,1
7114,2021-01-01 09:52:50,0,2
7115,2021-01-01 09:52:55,0,2
7116,2021-01-01 09:53:00,0,2
7117,2021-01-01 09:53:05,0,1
7118,2021-01-01 09:53:10,0,1
7119,2021-01-01 09:53:15,0,4
7120,2021-01-01 09:53:20,0,2
7121,2021-01-01 09:53:25,0,2
7122,2021-01-01 09:53:30,0,7
7123,2021-01-01 09:53:35,0,0
7124,2021-01-01 09:53:40,0,2
7125,2021-01-01 09:53:45,0,0
7126,2021-01-01 09:53:50,0,1
7127,2021-01-01 09:53:55,0,2
7128,2021-01-01 09:54:00,0,6
7129,2021-01-01 09:54:05,0,4
7130,2021-01-01 09:54:10,0,1
7131,2021-01-01 09:54:15,0,4
7132,2021-01-01 09:54:20,0,1
7133,2021-01-01 09:54:25,0,3
7134,2021-01-01 09:54:30,0,1
7135,2021-01-01 09:54:35,0,0
7136,2021-01-01 09:54:40,0,4
7137,2021-01-01 09:54:45,0,8
7138,2021-01-01 09:54:50,0,4
7139,2021-01-01 09:54:55,0,1
7140,2021-01-01 09:55:00,0,1
7141,2021-01-01 09:55:05,0,0
7142,2021-01-01 09:55:10,0,2
7143,2021-01-01 09:55:15,0,3
7144,2021-01-01 09:55:20,0,2
7145,2021-01-01 09:55:25,0,0
7146,2021-01-01 09:55:30,0,5
7147,2021-01-01 09:55:35,0,1
7148,2021-01-01 09:55:40,0,2
7149,2021-01-01 09:55:45,0,0
7150,2021-01-01 09:55:50,0,2
7151,2021-01-01 09:55:55,0,1
7152,2021-01-01 09:56:00,0,2
7153,2021-01-01 09:56:05,0,2
7154,2021-01-01 09:56:10,0,2
7155,2021-01-01 09:56:15,0,0
7156,2021-01-01 09:56:20,0,0
7157,2021-01-01 09:56:25,0,0
7158,2021-01-01 09:56:30,0,7
7159,2021-01-01 09:56:35,0,5
7160,2021-01-01 09:56:40,0,3
7161,2021-01-01 09:56:45,0,0
7162,2021-01-01 09:56:50,0,1
7163,2021-01-01 09:56:55,0,1
7164,2021-01-01 09:57:00,0,0
7165,2021-01-01 09:57:05,0,2
7166,2021-01-01 09:57:10,0,2
7167,2021-01-01 09:57:15,0,2
7168,2021-01-01 09:57:20,0,1
7169,2021-01-01 09:57:25,0,2
7170,2021-01-01 09:57:30,0,2
7171,2021-01-01 09:57:35,0,4
7172,2021-01-01 09:57:40,0,2
7173,2021-01-01 09:57:45,0,3
7174,2021-01-01 09:57:50,0,1
7175,2021-01-01 09:57:55,0,0
7176,2021-01-01 09:58:00,0,1
7177,2021-01-01 09:58:05,0,5
7178,2021-01-01 09:58:10,0,0
7179,2021-01-01 09:58:15,0,1
7180,2021-01-01 09:58:20,0,1
7181,2021-01-01 09:58:25,0,1
7182,2021-01-01 09:58:30,0,1
7183,2021-01-01 09:58:35,0,1
7184,2021-01-01 09:58:40,0,3
7185,2021-01-01 09:58:45,0,3
7186,2021-01-01 09:58:50,0,4
7187,2021-01-01 09:58:55,0,4
7188,2021-01-01 09:59:00,0,1
7189,2021-01-01 09:59:05,0,3
7190,2021-01-01 09:59:10,0,3
7191,2021-01-01 09:59:15,0,4
7192,2021-01-01 09:59:20,0,2
7193,2021-01-01 09:59:25,0,3
7194,2021-01-01 09:59:30,0,2
7195,2021-01-01 09:59:35,0,1
7196,2021-01-01 09:59:40,0,4
7197,2021-01-01 09:59:45,0,1
7198,2021-01-01 09:59:50,0,4
7199,2021-01-01 09:59:55,0,4
7200,2021-01-01 10:00:00,0,1
7201,2021-01-01 10:00:05,0,0
7202,2021-01-01 10:00:10,0,1
7203,2021-01-01 10:00:15,0,2
7204,2021-01-01 10:00:20,0,2
7205,2021-01-01 10:00:25,0,1
7206,2021-01-01 10:00:30,0,0
7207,2021-01-01 10:00:35,0,1
7208,2021-01-01 10:00:40,0,1
7209,2021-01-01 10:00:45,0,2
7210,2021-01-01 10:00:50,0,1
7211,2021-01-01 10:00:55,0,3
7212,2021-01-01 10:01:00,0,0
7213,2021-01-01 10:01:05,0,6
7214,2021-01-01 10:01:10,0,2
7215,2021-01-01 10:01:15,0,3
7216,2021-01-01 10:01:20,0,2
7217,2021-01-01 10:01:25,0,7
7218,2021-01-01 10:01:30,0,2
7219,2021-01-01 10:01:35,0,1
7220,2021-01-01 10:01:40,0,4
7221,2021-01-01 10:01:45,0,0
7222,2021-01-01 10:01:50,0,1
7223,2021-01-01 10:01:55,0,0
7224,2021-01-01 10:02:00,0,0
7225,2021-01-01 10:02:05,0,3
7226,2021-01-01 10:02:10,0,2
7227,2021-01-01 10:02:15,0,3
7228,2021-01-01 10:02:20,0,3
7229,2021-01-01 10:02:25,0,6
7230,2021-01-01 10:02:30,0,3
7231,2021-01-01 10:02:35,0,4
7232,2021-01-01 10:02:40,0,4
7233,2021-01-01 10:02:45,0,1
7234,2021-01-01 10:02:50,0,4
7235,2021-01-01 10:02:55,0,1
7236,2021-01-01 10:03:00,0,3
7237,2021-01-01 10:03:05,0,0
7238,2021-01-01 10:03:10,0,1
7239,2021-01-01 10:03:15,0,1
7240,2021-01-01 10:03:20,0,1
7241,2021-01-01 10:03:25,0,6
7242,2021-01-01 10:03:30,0,2
7243,2021-01-01 10:03:35,0,1
7244,2021-01-01 10:03:40,0,1
7245,2021-01-01 10:03:45,0,2
7246,2021-01-01 10:03:50,0,2
7247,2021-01-01 10:03:55,0,2
7248,2021-01-01 10:04:00,0,1
7249,2021-01-01 10:04:05,0,0
7250,2021-01-01 10:04:10,0,1
7251,2021-01-01 10:04:15,0,1
7252,2021-01-01 10:04:20,0,2
7253,2021-01-01 10:04:25,0,1
7254,2021-01-01 10:04:30,0,1
7255,2021-01-01 10:04:35,0,1
7256,2021-01-01 10:04:40,0,0
7257,2021-01-01 10:04:45,0,1
7258,2021-01-01 10:04:50,0,0
7259,2021-01-01 10:04:55,0,0
7260,2021-01-01 10:05:00,0,3
7261,2021-01-01 10:05:05,0,2
7262,2021-01-01 10:05:10,0,0
7263,2021-01-01 10:05:15,0,1
7264,2021-01-01 10:05:20,0,0
7265,2021-01-01 10:05:25,0,2
7266,2021-01-01 10:05:30,0,2
7267,2021-01-01 10:05:35,0,0
7268,2021-01-01 10:05:40,0,0
7269,2021-01-01 10:05:45,0,2
7270,2021-01-01 10:05:50,0,0
7271,2021-01-01 10:05:55,0,0
7272,2021-01-01 10:06:00,0,0
7273,2021-01-01 10:06:05,0,2
7274,2021-01-01 10:06:10,0,1
7275,2021-01-01 10:06:15,0,2
7276,2021-01-01 10:06:20,0,1
7277,2021-01-01 10:06:25,0,1
7278,2021-01-01 10:06:30,0,0
7279,2021-01-01 10:06:35,0,1
7280,2021-01-01 10:06:40,0,0
7281,2021-01-01 10:06:45,0,3
7282,2021-01-01 10:06:50,0,0
7283,2021-01-01 10:06:55,0,1
7284,2021-01-01 10:07:00,0,0
7285,2021-01-01 10:07:05,0,0
7286,2021-01-01 10:07:10,0,0
7287,2021-01-01 10:07:15,0,0
7288,2021-01-01 10:07:20,0,0
7289,2021-01-01 10:07:25,0,0
7290,2021-01-01 10:07:30,0,1
7291,2021-01-01 10:07:35,0,0
7292,2021-01-01 10:07:40,0,0
7293,2021-01-01 10:07:45,0,0
7294,2021-01-01 10:07:50,0,0
7295,2021-01-01 10:07:55,0,0
7296,2021-01-01 10:08:00,0,0
7297,2021-01-01 10:08:05,0,1
7298,2021-01-01 10:08:10,0,1
7299,2021-01-01 10:08:15,0,0
7300,2021-01-01 10:08:20,0,1
7301,2021-01-01 10:08:25,0,0
7302,2021-01-01 10:08:30,0,0
7303,2021-01-01 10:08:35,0,2
7304,2021-01-01 10:08:40,0,1
7305,2021-01-01 10:08:45,0,0
7306,2021-01-01 10:08:50,0,0
7307,2021-01-01 10:08:55,0,0
7308,2021-01-01 10:09:00,0,0
7309,2021-01-01 10:09:05,0,0
7310,2021-01-01 10:09:10,0,0
7311,2021-01-01 10:09:15,0,1
7312,2021-01-01 10:09:20,0,0
7313,2021-01-01 10:09:25,0,0
7314,2021-01-01 10:09:30,0,1
7315,2021-01-01 10:09:35,0,0
7316,2021-01-01 10:09:40,0,0
7317,2021-01-01 10:09:45,0,0
7318,2021-01-01 10:09:50,0,1
7319,2021-01-01 10:09:55,0,0
7320,2021-01-01 10:10:00,0,0
7321,2021-01-01 10:10:05,0,0
7322,2021-01-01 10:10:10,0,1
7323,2021-01-01 10:10:15,0,3
7324,2021-01-01 10:10:20,0,0
7325,2021-01-01 10:10:25,0,0
7326,2021-01-01 10:10:30,0,0
7327,2021-01-01 10:10:35,0,1
7328,2021-01-01 10:10:40,0,0
7329,2021-01-01 10:10:45,0,0
7330,2021-01-01 10:10:50,0,0
7331,2021-01-01 10:10:55,0,0
7332,2021-01-01 10:11:00,0,1
7333,2021-01-01 10:11:05,0,1
7334,2021-01-01 10:11:10,0,0
7335,2021-01-01 10:11:15,0,1
7336,2021-01-01 10:11:20,0,0
7337,2021-01-01 10:11:25,0,0
7338,2021-01-01 10:11:30,0,2
7339,2021-01-01 10:11:35,0,0
7340,2021-01-01 10:11:40,0,0
7341,2021-01-01 10:11:45,0,0
7342,2021-01-01 10:11:50,0,0
7343,2021-01-01 10:11:55,0,0
7344,2021-01-01 10:12:00,0,0
7345,2021-01-01 10:12:05,0,0
7346,2021-01-01 10:12:10,0,2
7347,2021-01-01 10:12:15,0,2
7348,2021-01-01 10:12:20,0,0
7349,2021-01-01 10:12:25,0,0
7350,2021-01-01 10:12:30,0,0
7351,2021-01-01 10:12:35,0,2
7352,2021-01-01 10:12:40,0,1
7353,2021-01-01 10:12:45,0,2
7354,2021-01-01 10:12:50,0,0
7355,2021-01-01 10:12:55,0,0
7356,2021-01-01 10:13:00,0,0
7357,2021-01-01 10:13:05,0,1
7358,2021-01-01 10:13:10,0,1
7359,2021-01-01 10:13:15,0,0
7360,2021-01-01 10:13:20,0,1
7361,2021-01-01 10:13:25,0,0
7362,2021-01-01 10:13:30,0,2
7363,2021-01-01 10:13:35,0,0
7364,2021-01-01 10:13:40,0,4
7365,2021-01-01 10:13:45,0,2
7366,2021-01-01 10:13:50,0,1
7367,2021-01-01 10:13:55,0,2
7368,2021-01-01 10:14:00,0,4
7369,2021-01-01 10:14:05,0,2
7370,2021-01-01 10:14:10,0,1
7371,2021-01-01 10:14:15,0,2
7372,2021-01-01 10:14:20,0,0
7373,2021-01-01 10:14:25,0,0
7374,2021-01-01 10:14:30,0,0
7375,2021-01-01 10:14:35,0,3
7376,2021-01-01 10:14:40,0,0
7377,2021-01-01 10:14:45,0,1
7378,2021-01-01 10:14:50,0,1
7379,2021-01-01 10:14:55,0,1
7380,2021-01-01 10:15:00,0,1
7381,2021-01-01 10:15:05,0,2
7382,2021-01-01 10:15:10,0,1
7383,2021-01-01 10:15:15,0,5
7384,2021-01-01 10:15:20,0,0
7385,2021-01-01 10:15:25,0,1
7386,2021-01-01 10:15:30,0,1
7387,2021-01-01 10:15:35,0,0
7388,2021-01-01 10:15:40,0,0
7389,2021-01-01 10:15:45,0,0
7390,2021-01-01 10:15:50,0,2
7391,2021-01-01 10:15:55,0,6
7392,2021-01-01 10:16:00,0,2
7393,2021-01-01 10:16:05,0,9
7394,2021-01-01 10:16:10,0,3
7395,2021-01-01 10:16:15,0,2
7396,2021-01-01 10:16:20,0,1
7397,2021-01-01 10:16:25,0,2
7398,2021-01-01 10:16:30,0,2
7399,2021-01-01 10:16:35,0,2
7400,2021-01-01 10:16:40,0,2
7401,2021-01-01 10:16:45,0,2
7402,2021-01-01 10:16:50,0,0
7403,2021-01-01 10:16:55,0,5
7404,2021-01-01 10:17:00,0,2
7405,2021-01-01 10:17:05,0,4
7406,2021-01-01 10:17:10,0,4
7407,2021-01-01 10:17:15,0,1
7408,2021-01-01 10:17:20,0,4
7409,2021-01-01 10:17:25,0,6
7410,2021-01-01 10:17:30,0,6
7411,2021-01-01 10:17:35,0,2
7412,2021-01-01 10:17:40,0,0
7413,2021-01-01 10:17:45,0,3
7414,2021-01-01 10:17:50,0,6
7415,2021-01-01 10:17:55,0,2
7416,2021-01-01 10:18:00,0,6
7417,2021-01-01 10:18:05,0,1
7418,2021-01-01 10:18:10,0,1
7419,2021-01-01 10:18:15,0,3
7420,2021-01-01 10:18:20,0,1
7421,2021-01-01 10:18:25,0,5
7422,2021-01-01 10:18:30,0,1
7423,2021-01-01 10:18:35,0,2
7424,2021-01-01 10:18:40,0,5
7425,2021-01-01 10:18:45,0,4
7426,2021-01-01 10:18:50,0,3
7427,2021-01-01 10:18:55,0,3
7428,2021-01-01 10:19:00,0,1
7429,2021-01-01 10:19:05,0,1
7430,2021-01-01 10:19:10,0,2
7431,2021-01-01 10:19:15,0,0
7432,2021-01-01 10:19:20,0,1
7433,2021-01-01 10:19:25,0,1
7434,2021-01-01 10:19:30,0,3
7435,2021-01-01 10:19:35,0,1
7436,2021-01-01 10:19:40,0,2
7437,2021-01-01 10:19:45,0,7
7438,2021-01-01 10:19:50,0,12
7439,2021-01-01 10:19:55,0,25
7440,2021-01-01 10:20:00,0,17
7441,2021-01-01 10:20:05,0,27
7442,2021-01-01 10:20:10,0,13
7443,2021-01-01 10:20:15,688dccb344a871543b8f27525fd325dd,26
7444,2021-01-01 10:20:20,0,56
7445,2021-01-01 10:20:25,0,35
7446,2021-01-01 10:20:30,0,58
7447,2021-01-01 10:20:35,0,225
7448,2021-01-01 10:20:40,0,199
7449,2021-01-01 10:20:45,0,208
7450,2021-01-01 10:20:50,0,188
7451,2021-01-01 10:20:55,0,23
7452,2021-01-01 10:21:00,0,8
7453,2021-01-01 10:21:05,0,5
7454,2021-01-01 10:21:10,0,7
7455,2021-01-01 10:21:15,0,5
7456,2021-01-01 10:21:20,0,3
7457,2021-01-01 10:21:25,0,2
7458,2021-01-01 10:21:30,0,3
7459,2021-01-01 10:21:35,0,6
7460,2021-01-01 10:21:40,0,5
7461,2021-01-01 10:21:45,0,3
7462,2021-01-01 10:21:50,0,2
7463,2021-01-01 10:21:55,0,2
7464,2021-01-01 10:22:00,0,0
7465,2021-01-01 10:22:05,0,2
7466,2021-01-01 10:22:10,0,2
7467,2021-01-01 10:22:15,0,0
7468,2021-01-01 10:22:20,0,1
7469,2021-01-01 10:22:25,0,5
7470,2021-01-01 10:22:30,0,4
7471,2021-01-01 10:22:35,0,2
7472,2021-01-01 10:22:40,0,4
7473,2021-01-01 10:22:45,0,2
7474,2021-01-01 10:22:50,0,1
7475,2021-01-01 10:22:55,0,1
7476,2021-01-01 10:23:00,0,0
7477,2021-01-01 10:23:05,0,0
7478,2021-01-01 10:23:10,0,0
7479,2021-01-01 10:23:15,0,0
7480,2021-01-01 10:23:20,0,1
7481,2021-01-01 10:23:25,0,2
7482,2021-01-01 10:23:30,0,0
7483,2021-01-01 10:23:35,0,2
7484,2021-01-01 10:23:40,0,1
7485,2021-01-01 10:23:45,0,2
7486,2021-01-01 10:23:50,0,0
7487,2021-01-01 10:23:55,0,3
7488,2021-01-01 10:24:00,0,2
7489,2021-01-01 10:24:05,0,0
7490,2021-01-01 10:24:10,0,2
7491,2021-01-01 10:24:15,0,6
7492,2021-01-01 10:24:20,0,0
7493,2021-01-01 10:24:25,0,6
7494,2021-01-01 10:24:30,0,4
7495,2021-01-01 10:24:35,0,2
7496,2021-01-01 10:24:40,0,2
7497,2021-01-01 10:24:45,0,8
7498,2021-01-01 10:24:50,0,3
7499,2021-01-01 10:24:55,0,3
7500,2021-01-01 10:25:00,0,2
7501,2021-01-01 10:25:05,0,3
7502,2021-01-01 10:25:10,0,2
7503,2021-01-01 10:25:15,0,2
7504,2021-01-01 10:25:20,0,1
7505,2021-01-01 10:25:25,0,1
7506,2021-01-01 10:25:30,0,4
7507,2021-01-01 10:25:35,0,11
7508,2021-01-01 10:25:40,0,1
7509,2021-01-01 10:25:45,0,0
7510,2021-01-01 10:25:50,0,1
7511,2021-01-01 10:25:55,0,6
7512,2021-01-01 10:26:00,0,6
7513,2021-01-01 10:26:05,0,1
7514,2021-01-01 10:26:10,0,2
7515,2021-01-01 10:26:15,0,1
7516,2021-01-01 10:26:20,0,4
7517,2021-01-01 10:26:25,0,1
7518,2021-01-01 10:26:30,0,0
7519,2021-01-01 10:26:35,0,0
7520,2021-01-01 10:26:40,0,0
7521,2021-01-01 10:26:45,0,3
7522,2021-01-01 10:26:50,0,1
7523,2021-01-01 10:26:55,0,116
7524,2021-01-01 10:27:00,4a23b6b0ed1cd5d166c198a6b6d15eab,200
7525,2021-01-01 10:27:05,0,173
7526,2021-01-01 10:27:10,e1b9b436a16939600f615107b7beeb36,231
7527,2021-01-01 10:27:15,c0006fe0f22efcf7629e5942e066a65c,155
7528,2021-01-01 10:27:20,0,80
7529,2021-01-01 10:27:25,0,27
7530,2021-01-01 10:27:30,0,4
7531,2021-01-01 10:27:35,0,2
7532,2021-01-01 10:27:40,0,0
7533,2021-01-01 10:27:45,0,4
7534,2021-01-01 10:27:50,0,1
7535,2021-01-01 10:27:55,0,5
7536,2021-01-01 10:28:00,0,3
7537,2021-01-01 10:28:05,0,2
7538,2021-01-01 10:28:10,0,2
7539,2021-01-01 10:28:15,0,0
7540,2021-01-01 10:28:20,0,1
7541,2021-01-01 10:28:25,0,1
7542,2021-01-01 10:28:30,0,3
7543,2021-01-01 10:28:35,0,3
7544,2021-01-01 10:28:40,0,0
7545,2021-01-01 10:28:45,0,1
7546,2021-01-01 10:28:50,0,0
7547,2021-01-01 10:28:55,0,0
7548,2021-01-01 10:29:00,0,1
7549,2021-01-01 10:29:05,0,2
7550,2021-01-01 10:29:10,0,1
7551,2021-01-01 10:29:15,0,4
7552,2021-01-01 10:29:20,0,3
7553,2021-01-01 10:29:25,0,0
7554,2021-01-01 10:29:30,0,0
7555,2021-01-01 10:29:35,0,0
7556,2021-01-01 10:29:40,0,0
7557,2021-01-01 10:29:45,0,0
7558,2021-01-01 10:29:50,0,0
7559,2021-01-01 10:29:55,0,1
7560,2021-01-01 10:30:00,0,2
7561,2021-01-01 10:30:05,0,0
7562,2021-01-01 10:30:10,0,1
7563,2021-01-01 10:30:15,0,2
7564,2021-01-01 10:30:20,0,1
7565,2021-01-01 10:30:25,0,3
7566,2021-01-01 10:30:30,0,2
7567,2021-01-01 10:30:35,0,3
7568,2021-01-01 10:30:40,0,2
7569,2021-01-01 10:30:45,0,1
7570,2021-01-01 10:30:50,0,1
7571,2021-01-01 10:30:55,0,1
7572,2021-01-01 10:31:00,0,1
7573,2021-01-01 10:31:05,0,0
7574,2021-01-01 10:31:10,0,1
7575,2021-01-01 10:31:15,0,1
7576,2021-01-01 10:31:20,0,1
7577,2021-01-01 10:31:25,0,2
7578,2021-01-01 10:31:30,0,0
7579,2021-01-01 10:31:35,0,1
7580,2021-01-01 10:31:40,0,0
7581,2021-01-01 10:31:45,0,0
7582,2021-01-01 10:31:50,0,0
7583,2021-01-01 10:31:55,0,0
7584,2021-01-01 10:32:00,0,1
7585,2021-01-01 10:32:05,0,0
7586,2021-01-01 10:32:10,0,1
7587,2021-01-01 10:32:15,0,0
7588,2021-01-01 10:32:20,0,0
7589,2021-01-01 10:32:25,0,4
7590,2021-01-01 10:32:30,0,0
7591,2021-01-01 10:32:35,0,4
7592,2021-01-01 10:32:40,0,0
7593,2021-01-01 10:32:45,0,2
7594,2021-01-01 10:32:50,0,0
7595,2021-01-01 10:32:55,0,1
7596,2021-01-01 10:33:00,0,0
7597,2021-01-01 10:33:05,0,0
7598,2021-01-01 10:33:10,0,0
7599,2021-01-01 10:33:15,0,2
7600,2021-01-01 10:33:20,0,1
7601,2021-01-01 10:33:25,0,0
7602,2021-01-01 10:33:30,0,0
7603,2021-01-01 10:33:35,0,1
7604,2021-01-01 10:33:40,0,0
7605,2021-01-01 10:33:45,0,2
7606,2021-01-01 10:33:50,0,1
7607,2021-01-01 10:33:55,0,0
7608,2021-01-01 10:34:00,0,0
7609,2021-01-01 10:34:05,0,0
7610,2021-01-01 10:34:10,0,0
7611,2021-01-01 10:34:15,0,0
7612,2021-01-01 10:34:20,0,1
7613,2021-01-01 10:34:25,0,0
7614,2021-01-01 10:34:30,0,0
7615,2021-01-01 10:34:35,0,1
7616,2021-01-01 10:34:40,0,0
7617,2021-01-01 10:34:45,0,1
7618,2021-01-01 10:34:50,0,0
7619,2021-01-01 10:34:55,0,0
7620,2021-01-01 10:35:00,0,0
7621,2021-01-01 10:35:05,0,0
7622,2021-01-01 10:35:10,0,2
7623,2021-01-01 10:35:15,0,0
7624,2021-01-01 10:35:20,0,0
7625,2021-01-01 10:35:25,0,0
7626,2021-01-01 10:35:30,0,3
7627,2021-01-01 10:35:35,0,1
7628,2021-01-01 10:35:40,0,2
7629,2021-01-01 10:35:45,0,0
7630,2021-01-01 10:35:50,0,1
7631,2021-01-01 10:35:55,0,0
7632,2021-01-01 10:36:00,0,0
7633,2021-01-01 10:36:05,0,1
7634,2021-01-01 10:36:10,0,0
7635,2021-01-01 10:36:15,0,0
7636,2021-01-01 10:36:20,0,0
7637,2021-01-01 10:36:25,0,2
7638,2021-01-01 10:36:30,0,0
7639,2021-01-01 10:36:35,0,1
7640,2021-01-01 10:36:40,0,1
7641,2021-01-01 10:36:45,0,1
7642,2021-01-01 10:36:50,0,0
7643,2021-01-01 10:36:55,0,2
7644,2021-01-01 10:37:00,0,2
7645,2021-01-01 10:37:05,0,0
7646,2021-01-01 10:37:10,0,0
7647,2021-01-01 10:37:15,0,3
7648,2021-01-01 10:37:20,0,2
7649,2021-01-01 10:37:25,0,4
7650,2021-01-01 10:37:30,0,2
7651,2021-01-01 10:37:35,0,1
7652,2021-01-01 10:37:40,0,2
7653,2021-01-01 10:37:45,0,3
7654,2021-01-01 10:37:50,0,4
7655,2021-01-01 10:37:55,0,4
7656,2021-01-01 10:38:00,0,3
7657,2021-01-01 10:38:05,0,2
7658,2021-01-01 10:38:10,0,1
7659,2021-01-01 10:38:15,0,4
7660,2021-01-01 10:38:20,0,6
7661,2021-01-01 10:38:25,0,2
7662,2021-01-01 10:38:30,0,5
7663,2021-01-01 10:38:35,0,1
7664,2021-01-01 10:38:40,0,2
7665,2021-01-01 10:38:45,0,3
7666,2021-01-01 10:38:50,0,1
7667,2021-01-01 10:38:55,0,0
7668,2021-01-01 10:39:00,0,4
7669,2021-01-01 10:39:05,0,1
7670,2021-01-01 10:39:10,0,2
7671,2021-01-01 10:39:15,0,1
7672,2021-01-01 10:39:20,0,2
7673,2021-01-01 10:39:25,0,0
7674,2021-01-01 10:39:30,0,3
7675,2021-01-01 10:39:35,0,3
7676,2021-01-01 10:39:40,0,1
7677,2021-01-01 10:39:45,0,2
7678,2021-01-01 10:39:50,0,2
7679,2021-01-01 10:39:55,0,1
7680,2021-01-01 10:40:00,0,6
7681,2021-01-01 10:40:05,0,1
7682,2021-01-01 10:40:10,0,3
7683,2021-01-01 10:40:15,0,2
7684,2021-01-01 10:40:20,0,1
7685,2021-01-01 10:40:25,0,3
7686,2021-01-01 10:40:30,0,0
7687,2021-01-01 10:40:35,0,6
7688,2021-01-01 10:40:40,0,4
7689,2021-01-01 10:40:45,0,1
7690,2021-01-01 10:40:50,0,2
7691,2021-01-01 10:40:55,0,3
7692,2021-01-01 10:41:00,0,2
7693,2021-01-01 10:41:05,0,6
7694,2021-01-01 10:41:10,0,3
7695,2021-01-01 10:41:15,0,7
7696,2021-01-01 10:41:20,0,1
