,app_name,exercise_segment,facility,fromhost_ip,hostname,message,procid,programname,severity,timegenerated,timereported,timestamp
179654,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:48:30+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:48:30 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (126ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=126 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:48:30.368973+01:00,2019-03-19T11:48:30+01:00,1552992510368
15261,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:04:12+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:04:12 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:04:12.335341+01:00,2019-03-19T11:04:12+01:00,1552989852335
90958,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:25:06 | 200 #033[0m|     1.28481ms |       10.4.2.27 |  GET #033[0m    /api/v1/incidents,25466.0,gendpoint,6,2019-03-19T11:25:06.275930+01:00,2019-03-19T11:25:06+01:00,1552991106275
142360,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:39:06 | 200 #033[0m|    2.687191ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:39:06.678464+01:00,2019-03-19T11:39:06+01:00,1552991946678
4408,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:01:12 | 200 #033[0m|    2.930428ms |       10.0.3.32 |  GET #033[0m    /api/v1/incidents,22479.0,ocse,6,2019-03-19T11:01:12.227885+01:00,2019-03-19T11:01:12+01:00,1552989672227
46758,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:13:00 | 200 #033[0m|     483.117µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:13:00.431555+01:00,2019-03-19T11:13:00+01:00,1552990380431
8495,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:02:26 | 200 #033[0m|    7.206841ms |       10.4.2.27 |  GET #033[0m    /api/v1/units/status,25466.0,gendpoint,6,2019-03-19T11:02:26.404773+01:00,2019-03-19T11:02:26+01:00,1552989746404
77514,named,global,3,10.7.100.3,ns, client 4.122.55.4#43308 (govcert.ex): query: govcert.ex IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:21:25.136755+01:00,2019-03-19T11:21:25+01:00,1552990885136
26805,dovecot,blue-team-5,2,10.7.105.12,mail," imap-login: Disconnected (no auth attempts in 0 secs): user=<>, rip=10.0.3.32, lip=10.0.1.12, session=<mC022G6E69sKAAMg>",,dovecot,6,2019-03-19T11:07:26.622630+01:00,2019-03-19T10:08:12+01:00,1552990046622
130648,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:35:53+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:35:53 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (6ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=6 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:35:53.754362+01:00,2019-03-19T11:35:53+01:00,1552991753754
17591,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:04:55+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:04:55 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:04:55.970327+01:00,2019-03-19T11:04:55+01:00,1552989895970
187918,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:50:36 | 200 #033[0m|    1.262697ms |       10.3.2.27 |  GET #033[0m    /api/v1/incidents,25433.0,gendpoint,6,2019-03-19T11:50:36.644462+01:00,2019-03-19T11:50:36+01:00,1552992636644
136520,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:37:31+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:37:31 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:37:31.564278+01:00,2019-03-19T11:37:31+01:00,1552991851564
126662,NetworkManager,blue-team-5,0,10.7.105.49,admin4, <info>  [1552991690.6870] dhcp4 (ens8): state changed bound -> bound,826.0,NetworkManager,6,2019-03-19T11:34:50.686536+01:00,2019-03-19T11:34:50+01:00,1552991690686
99222,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:27:19 | 200 #033[0m|    7.741693ms |       10.1.2.27 |  GET #033[0m    /api/v1/units/status,25367.0,gendpoint,6,2019-03-19T11:27:19.583077+01:00,2019-03-19T11:27:19+01:00,1552991239583
31918,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:08:53+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:08:53 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:08:53.977530+01:00,2019-03-19T11:08:53+01:00,1552990133977
173921,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:47:11 | 200 #033[0m|     466.673µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:47:11.335590+01:00,2019-03-19T11:47:11+01:00,1552992431335
188730,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:50:45 | 200 #033[0m|    2.261073ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:50:45.815765+01:00,2019-03-19T11:50:45+01:00,1552992645815
79339,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:21:53+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:21:53 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:21:53.757089+01:00,2019-03-19T11:21:53+01:00,1552990913757
176489,sudo,blue-team-5,10,10.7.105.44,desktop3,   nagios : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 88 10.0.2.22,,sudo,5,2019-03-19T11:47:48.085483+01:00,2019-03-19T11:47:48+01:00,1552992468085
91488,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:25:13+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:25:13 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:25:13.842272+01:00,2019-03-19T11:25:13+01:00,1552991113842
181517,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:48:56+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:48:56 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:48:56.322650+01:00,2019-03-19T11:48:56+01:00,1552992536322
52902,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:14:46+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:14:46 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:14:46.907021+01:00,2019-03-19T11:14:46+01:00,1552990486907
110306,apache-global-web,global,16,10.7.100.2,global-web," 10.1.4.43 - - [19/Mar/2019:11:30:23 +0100] govcert.ex ""GET / HTTP/1.1"" 200 100958 ""-"" ""-"" 121 443",,apache-global-web,6,2019-03-19T11:30:24.065938+01:00,2019-03-19T11:30:24+01:00,1552991424065
60952,apache-global-web,global,16,10.7.100.2,global-web," 10.2.3.33 - - [19/Mar/2019:11:16:57 +0100] govcert.ex ""GET / HTTP/1.1"" 301 559 ""-"" ""-"" 0 80",,apache-global-web,6,2019-03-19T11:16:57.613242+01:00,2019-03-19T11:16:57+01:00,1552990617613
22672,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:06:20+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:06:20 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:06:20.430444+01:00,2019-03-19T11:06:20+01:00,1552989980430
18535,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:05:11+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:05:11 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:05:11.209246+01:00,2019-03-19T11:05:11+01:00,1552989911209
108730,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:29:57 | 200 #033[0m|    1.032972ms |       10.6.2.27 |  GET #033[0m    /api/v1/incidents,25534.0,gendpoint,6,2019-03-19T11:29:57.686526+01:00,2019-03-19T11:29:57+01:00,1552991397686
31766,dovecot,blue-team-5,2,10.7.105.12,mail," pop3-login: Disconnected (no auth attempts in 0 secs): user=<>, rip=10.0.4.42, lip=10.0.1.12, session=<e5FG3W6EOdoKAAQq>",,dovecot,6,2019-03-19T11:08:51.540436+01:00,2019-03-19T10:09:37+01:00,1552990131540
88503,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:24:25+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:24:25 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.4.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:24:25.462830+01:00,2019-03-19T11:24:25+01:00,1552991065462
197193,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:52:45 | 200 #033[0m|     867.611µs |       10.6.2.27 |  GET #033[0m    /api/v1/incidents,25534.0,gendpoint,6,2019-03-19T11:52:45.799342+01:00,2019-03-19T11:52:45+01:00,1552992765799
88031,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:24:17 | 200 #033[0m|    3.689841ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:24:17.727140+01:00,2019-03-19T11:24:17+01:00,1552991057727
111906,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:30:47+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:30:47 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=2 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:30:47.901732+01:00,2019-03-19T11:30:47+01:00,1552991447901
54912,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:15:16+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:15:16 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:15:16.653100+01:00,2019-03-19T11:15:16+01:00,1552990516653
67419,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:18:34+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:18:34 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (10ms)"" clientIP=10.3.2.27 dataLength=1452 hostname=global-app latency=10 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:18:34.217283+01:00,2019-03-19T11:18:34+01:00,1552990714217
118457,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:32:41 | 200 #033[0m|     5.94776ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:32:41.385725+01:00,2019-03-19T11:32:41+01:00,1552991561385
59256,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:16:27 | 200 #033[0m|    2.676767ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:16:27.476490+01:00,2019-03-19T11:16:27+01:00,1552990587476
27715,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:07:44+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:07:44 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:07:44.846238+01:00,2019-03-19T11:07:44+01:00,1552990064846
4713,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:01:17+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:01:17 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (7ms)"" clientIP=10.4.2.27 dataLength=1452 hostname=global-app latency=7 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:01:17.973449+01:00,2019-03-19T11:01:17+01:00,1552989677973
76743,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:21:11 | 200 #033[0m|    3.783769ms |       10.5.2.27 |  GET #033[0m    /api/v1/connection-check,25498.0,gendpoint,6,2019-03-19T11:21:11.133848+01:00,2019-03-19T11:21:11+01:00,1552990871133
156364,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:42:53+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:42:53 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.2.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:42:53.257464+01:00,2019-03-19T11:42:53+01:00,1552992173257
143784,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:39:29 | 200 #033[0m|    2.720127ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:39:29.444974+01:00,2019-03-19T11:39:29+01:00,1552991969444
119544,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:32:51+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:32:51 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:32:51.211579+01:00,2019-03-19T11:32:51+01:00,1552991571211
12144,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:03:19+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:03:19 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:03:19.046274+01:00,2019-03-19T11:03:19+01:00,1552989799046
95955,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:26:33 | 200 #033[0m|    4.555665ms |       10.4.2.27 |  GET #033[0m    /api/v1/connection-check,25466.0,gendpoint,6,2019-03-19T11:26:33.262577+01:00,2019-03-19T11:26:33+01:00,1552991193262
187067,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:50:23+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:50:23 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:50:23.289612+01:00,2019-03-19T11:50:23+01:00,1552992623289
157776,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:43:16 | 200 #033[0m|    8.557786ms |       10.2.2.27 |  GET #033[0m    /api/v1/units/status,25400.0,gendpoint,6,2019-03-19T11:43:16.648377+01:00,2019-03-19T11:43:16+01:00,1552992196648
145540,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:40:00 | 200 #033[0m|    9.053233ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:40:00.186625+01:00,2019-03-19T11:40:00+01:00,1552992000186
112723,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:31:02 | 200 #033[0m|    6.448716ms |       10.1.2.27 |  GET #033[0m    /api/v1/connection-check,25367.0,gendpoint,6,2019-03-19T11:31:02.251870+01:00,2019-03-19T11:31:02+01:00,1552991462251
135599,nagios3,blue-team-2,1,10.7.102.250,nagios-scoring-blue2, HOST NOTIFICATION: root;blue2-usr-desktop2-win10;DOWN;notify-host-by-email;PING CRITICAL - Packet loss = 100%,,nagios3,6,2019-03-19T11:37:19.046767+01:00,2019-03-19T11:37:19+01:00,1552991839046
70581,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:19:28+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:19:28 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.5.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:19:28.179378+01:00,2019-03-19T11:19:28+01:00,1552990768179
80775,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:22:19+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:22:19 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:22:19.832676+01:00,2019-03-19T11:22:19+01:00,1552990939832
144560,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:39:40 | 200 #033[0m|     8.78018ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:39:40.044490+01:00,2019-03-19T11:39:40+01:00,1552991980044
144759,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:39:43 | 200 #033[0m|    4.346221ms |       10.3.2.27 |  GET #033[0m    /api/v1/connection-check,25433.0,gendpoint,6,2019-03-19T11:39:43.955487+01:00,2019-03-19T11:39:43+01:00,1552991983955
109816,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:30:14+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:30:14 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:30:14.380708+01:00,2019-03-19T11:30:14+01:00,1552991414380
194938,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:52:10+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:52:10 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:52:10.407135+01:00,2019-03-19T11:52:10+01:00,1552992730407
47746,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:13:17 | 200 #033[0m|    8.384853ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:13:17.186008+01:00,2019-03-19T11:13:17+01:00,1552990397186
137238,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:37:47 | 200 #033[0m|      4.9355ms |       10.5.2.27 |  GET #033[0m    /api/v1/connection-check,25498.0,gendpoint,6,2019-03-19T11:37:47.942289+01:00,2019-03-19T11:37:47+01:00,1552991867942
174388,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:47:19 | 200 #033[0m|    2.619898ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:47:19.318952+01:00,2019-03-19T11:47:19+01:00,1552992439318
57103,NetworkManager,blue-team-4,0,10.7.104.25,menu, <info>  [1552990552.8166]   plen 16 (255.255.0.0),746.0,NetworkManager,6,2019-03-19T11:15:52.816270+01:00,2019-03-19T11:15:52+01:00,1552990552816
118498,named,global,3,10.7.100.3,ns, client 10.3.2.25#60965 (govcert.ex): query: govcert.ex IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:32:42.223682+01:00,2019-03-19T11:32:42+01:00,1552991562223
